
Iteracción: 0
individual0 mCAI=1,mHD=0,lLCS=1,GENDER=male,AGE:0,fitness:6.377e+09, last mutation: -1, Identificador de poblacion: 0
individual47 mCAI=0.42371,mHD=0.201754,lLCS=0.166667,GENDER=male,AGE:0,fitness:14638.7, last mutation: -1, Identificador de poblacion: 21
individual48 mCAI=0.406336,mHD=0.201754,lLCS=0.175439,GENDER=male,AGE:0,fitness:13624.2, last mutation: -1, Identificador de poblacion: 159
individual49 mCAI=0.390752,mHD=0.201754,lLCS=0.175439,GENDER=male,AGE:0,fitness:11821.2, last mutation: -1, Identificador de poblacion: 114
individual50 mCAI=0.388283,mHD=0.201754,lLCS=0.175439,GENDER=male,AGE:0,fitness:11619.3, last mutation: -1, Identificador de poblacion: 133
individual51 mCAI=0.358681,mHD=0.201754,lLCS=0.149123,GENDER=male,AGE:0,fitness:11287, last mutation: -1, Identificador de poblacion: 176
individual52 mCAI=0.383232,mHD=0.201754,lLCS=0.175439,GENDER=male,AGE:0,fitness:11048, last mutation: -1, Identificador de poblacion: 153
individual53 mCAI=0.379549,mHD=0.201754,lLCS=0.175439,GENDER=male,AGE:0,fitness:10493.2, last mutation: -1, Identificador de poblacion: 113
individual54 mCAI=0.356157,mHD=0.201754,lLCS=0.149123,GENDER=male,AGE:0,fitness:10238.2, last mutation: -1, Identificador de poblacion: 68
individual55 mCAI=0.366306,mHD=0.201754,lLCS=0.157895,GENDER=male,AGE:0,fitness:9586.68, last mutation: -1, Identificador de poblacion: 192
individual56 mCAI=0.432021,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:9344.44, last mutation: -1, Identificador de poblacion: 157
individual57 mCAI=0.421676,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:8150.61, last mutation: -1, Identificador de poblacion: 160
individual58 mCAI=0.419618,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:7940.68, last mutation: -1, Identificador de poblacion: 100
individual59 mCAI=0.412801,mHD=0.184211,lLCS=0.131579,GENDER=male,AGE:0,fitness:7687.82, last mutation: -1, Identificador de poblacion: 77
individual60 mCAI=0.405034,mHD=0.184211,lLCS=0.140351,GENDER=male,AGE:0,fitness:6683.84, last mutation: -1, Identificador de poblacion: 146
individual61 mCAI=0.40332,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:6412.5, last mutation: -1, Identificador de poblacion: 74
individual62 mCAI=0.41249,mHD=0.184211,lLCS=0.157895,GENDER=male,AGE:0,fitness:6098.89, last mutation: -1, Identificador de poblacion: 84
individual63 mCAI=0.397903,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:6013.73, last mutation: -1, Identificador de poblacion: 89
individual64 mCAI=0.397788,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:5969.66, last mutation: -1, Identificador de poblacion: 15
individual65 mCAI=0.396313,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:5891.76, last mutation: -1, Identificador de poblacion: 82
individual66 mCAI=0.396613,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:5882.43, last mutation: -1, Identificador de poblacion: 60
individual67 mCAI=0.395961,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:5866.2, last mutation: -1, Identificador de poblacion: 189
individual68 mCAI=0.3939,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:5708.55, last mutation: -1, Identificador de poblacion: 173
individual69 mCAI=0.392547,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:5613.3, last mutation: -1, Identificador de poblacion: 167
individual70 mCAI=0.371733,mHD=0.192982,lLCS=0.122807,GENDER=male,AGE:0,fitness:5587.01, last mutation: -1, Identificador de poblacion: 87
individual71 mCAI=0.389954,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:5414.8, last mutation: -1, Identificador de poblacion: 169
individual72 mCAI=0.389268,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:5037.53, last mutation: -1, Identificador de poblacion: 129
individual73 mCAI=0.381891,mHD=0.184211,lLCS=0.131579,GENDER=male,AGE:0,fitness:4730.59, last mutation: -1, Identificador de poblacion: 8
individual74 mCAI=0.384498,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:4714.13, last mutation: -1, Identificador de poblacion: 144
individual75 mCAI=0.383367,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:4606.01, last mutation: -1, Identificador de poblacion: 59
individual76 mCAI=0.374718,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:0,fitness:4532.48, last mutation: -1, Identificador de poblacion: 58
individual77 mCAI=0.381825,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:4519.99, last mutation: -1, Identificador de poblacion: 19
individual78 mCAI=0.432647,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:4491.95, last mutation: -1, Identificador de poblacion: 27
individual79 mCAI=0.380976,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:4467.39, last mutation: -1, Identificador de poblacion: 26
individual80 mCAI=0.370403,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:0,fitness:4420.16, last mutation: -1, Identificador de poblacion: 175
individual81 mCAI=0.379845,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:4389.68, last mutation: -1, Identificador de poblacion: 166
individual82 mCAI=0.379619,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:4377.58, last mutation: -1, Identificador de poblacion: 136
individual83 mCAI=0.376061,mHD=0.184211,lLCS=0.131579,GENDER=male,AGE:0,fitness:4370.72, last mutation: -1, Identificador de poblacion: 139
individual84 mCAI=0.379141,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:4352.02, last mutation: -1, Identificador de poblacion: 102
individual85 mCAI=0.41839,mHD=0.210526,lLCS=0.184211,GENDER=male,AGE:0,fitness:4263.41, last mutation: -1, Identificador de poblacion: 61
individual86 mCAI=0.370282,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:0,fitness:4261.21, last mutation: -1, Identificador de poblacion: 28
individual87 mCAI=0.365341,mHD=0.192982,lLCS=0.122807,GENDER=male,AGE:0,fitness:4136.8, last mutation: -1, Identificador de poblacion: 188
individual88 mCAI=0.413133,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:3944.35, last mutation: -1, Identificador de poblacion: 97
individual89 mCAI=0.420182,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:3931.25, last mutation: -1, Identificador de poblacion: 41
individual90 mCAI=0.410294,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:3833.03, last mutation: -1, Identificador de poblacion: 92
individual91 mCAI=0.407665,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:3725.6, last mutation: -1, Identificador de poblacion: 91
individual92 mCAI=0.40729,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:3713.88, last mutation: -1, Identificador de poblacion: 196
individual93 mCAI=0.401827,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:3516.51, last mutation: -1, Identificador de poblacion: 95
individual94 mCAI=0.396171,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:3334.05, last mutation: -1, Identificador de poblacion: 179
individual95 mCAI=0.39203,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:3213.83, last mutation: -1, Identificador de poblacion: 132
individual96 mCAI=0.399153,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:3209.48, last mutation: -1, Identificador de poblacion: 2
individual97 mCAI=0.391676,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:3204.22, last mutation: -1, Identificador de poblacion: 118
individual98 mCAI=0.392266,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:3006.24, last mutation: -1, Identificador de poblacion: 22
individual99 mCAI=0.362648,mHD=0.192982,lLCS=0.140351,GENDER=male,AGE:0,fitness:2694.53, last mutation: -1, Identificador de poblacion: 182

individual100 mCAI=0.382891,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:2677.82, last mutation: -1, Identificador de poblacion: 23
individual101 mCAI=0.36286,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:0,fitness:2536.75, last mutation: -1, Identificador de poblacion: 44
individual102 mCAI=0.374882,mHD=0.192982,lLCS=0.166667,GENDER=male,AGE:0,fitness:2444.55, last mutation: -1, Identificador de poblacion: 5
individual103 mCAI=0.432852,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:2188.11, last mutation: -1, Identificador de poblacion: 103
individual104 mCAI=0.454811,mHD=0.201754,lLCS=0.201754,GENDER=male,AGE:0,fitness:2075.43, last mutation: -1, Identificador de poblacion: 137
individual105 mCAI=0.358598,mHD=0.201754,lLCS=0.175439,GENDER=male,AGE:0,fitness:1953.58, last mutation: -1, Identificador de poblacion: 150
individual106 mCAI=0.405729,mHD=0.175439,lLCS=0.131579,GENDER=male,AGE:0,fitness:1533.47, last mutation: -1, Identificador de poblacion: 135
individual107 mCAI=0.408489,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:1529.33, last mutation: -1, Identificador de poblacion: 110
individual108 mCAI=0.405604,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:1467.18, last mutation: -1, Identificador de poblacion: 184
individual109 mCAI=0.400316,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:1358.89, last mutation: -1, Identificador de poblacion: 115
individual110 mCAI=0.399522,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:1337.26, last mutation: -1, Identificador de poblacion: 7
individual111 mCAI=0.430003,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:0,fitness:1333.05, last mutation: -1, Identificador de poblacion: 64
individual112 mCAI=0.395258,mHD=0.175439,lLCS=0.131579,GENDER=male,AGE:0,fitness:1312.25, last mutation: -1, Identificador de poblacion: 98
individual113 mCAI=0.405062,mHD=0.175439,lLCS=0.157895,GENDER=male,AGE:0,fitness:1278.14, last mutation: -1, Identificador de poblacion: 13
individual114 mCAI=0.422788,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:0,fitness:1240.5, last mutation: -1, Identificador de poblacion: 76
individual115 mCAI=0.415225,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:0,fitness:1179.02, last mutation: -1, Identificador de poblacion: 183
individual116 mCAI=0.367974,mHD=0.184211,lLCS=0.131579,GENDER=male,AGE:0,fitness:1150.62, last mutation: -1, Identificador de poblacion: 93
individual117 mCAI=0.396344,mHD=0.175439,lLCS=0.157895,GENDER=male,AGE:0,fitness:1136.57, last mutation: -1, Identificador de poblacion: 127
individual118 mCAI=0.415338,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:0,fitness:1134.31, last mutation: -1, Identificador de poblacion: 39
individual119 mCAI=0.413946,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:0,fitness:1119.42, last mutation: -1, Identificador de poblacion: 75
individual120 mCAI=0.395048,mHD=0.201754,lLCS=0.22807,GENDER=male,AGE:0,fitness:1101.01, last mutation: -1, Identificador de poblacion: 124
individual121 mCAI=0.407975,mHD=0.184211,lLCS=0.166667,GENDER=male,AGE:0,fitness:1088.75, last mutation: -1, Identificador de poblacion: 185
individual122 mCAI=0.374757,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:1085.88, last mutation: -1, Identificador de poblacion: 105
individual123 mCAI=0.40566,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:0,fitness:1066.91, last mutation: -1, Identificador de poblacion: 141
individual124 mCAI=0.371627,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:1039.88, last mutation: -1, Identificador de poblacion: 145
individual125 mCAI=0.384292,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:1015.93, last mutation: -1, Identificador de poblacion: 131
individual126 mCAI=0.371208,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:1008.08, last mutation: -1, Identificador de poblacion: 14
individual127 mCAI=0.388322,mHD=0.175439,lLCS=0.157895,GENDER=male,AGE:0,fitness:1000.12, last mutation: -1, Identificador de poblacion: 53
individual128 mCAI=0.367254,mHD=0.184211,lLCS=0.149123,GENDER=male,AGE:0,fitness:950.071, last mutation: -1, Identificador de poblacion: 3
individual129 mCAI=0.397231,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:0,fitness:939.014, last mutation: -1, Identificador de poblacion: 20
individual130 mCAI=0.388165,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:0,fitness:862.876, last mutation: -1, Identificador de poblacion: 108
individual131 mCAI=0.387129,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:0,fitness:821.957, last mutation: -1, Identificador de poblacion: 17
individual132 mCAI=0.339563,mHD=0.201754,lLCS=0.201754,GENDER=male,AGE:0,fitness:810.637, last mutation: -1, Identificador de poblacion: 73
individual133 mCAI=0.377764,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:0,fitness:753.697, last mutation: -1, Identificador de poblacion: 149
individual134 mCAI=0.377101,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:0,fitness:745.838, last mutation: -1, Identificador de poblacion: 170
individual135 mCAI=0.433186,mHD=0.192982,lLCS=0.22807,GENDER=male,AGE:0,fitness:669.236, last mutation: -1, Identificador de poblacion: 38
individual136 mCAI=0.370567,mHD=0.184211,lLCS=0.175439,GENDER=male,AGE:0,fitness:669.07, last mutation: -1, Identificador de poblacion: 63
individual137 mCAI=0.389573,mHD=0.192982,lLCS=0.184211,GENDER=male,AGE:0,fitness:599.195, last mutation: -1, Identificador de poblacion: 52
individual138 mCAI=0.380168,mHD=0.192982,lLCS=0.22807,GENDER=male,AGE:0,fitness:507.807, last mutation: -1, Identificador de poblacion: 101
individual139 mCAI=0.375549,mHD=0.192982,lLCS=0.22807,GENDER=male,AGE:0,fitness:496.27, last mutation: -1, Identificador de poblacion: 191
individual140 mCAI=0.372924,mHD=0.192982,lLCS=0.201754,GENDER=male,AGE:0,fitness:494.272, last mutation: -1, Identificador de poblacion: 90
individual141 mCAI=0.428131,mHD=0.166667,lLCS=0.149123,GENDER=male,AGE:0,fitness:478.047, last mutation: -1, Identificador de poblacion: 165
individual142 mCAI=0.358166,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:474.571, last mutation: -1, Identificador de poblacion: 37
individual143 mCAI=0.44553,mHD=0.184211,lLCS=0.201754,GENDER=male,AGE:0,fitness:444.638, last mutation: -1, Identificador de poblacion: 190
individual144 mCAI=0.348255,mHD=0.192982,lLCS=0.201754,GENDER=male,AGE:0,fitness:404.751, last mutation: -1, Identificador de poblacion: 154
individual145 mCAI=0.416028,mHD=0.184211,lLCS=0.201754,GENDER=male,AGE:0,fitness:375.442, last mutation: -1, Identificador de poblacion: 178
individual146 mCAI=0.411707,mHD=0.184211,lLCS=0.184211,GENDER=male,AGE:0,fitness:361.964, last mutation: -1, Identificador de poblacion: 174
individual147 mCAI=0.406267,mHD=0.184211,lLCS=0.201754,GENDER=male,AGE:0,fitness:351.441, last mutation: -1, Identificador de poblacion: 36
individual148 mCAI=0.419059,mHD=0.184211,lLCS=0.22807,GENDER=male,AGE:0,fitness:337.718, last mutation: -1, Identificador de poblacion: 123
individual149 mCAI=0.409073,mHD=0.175439,lLCS=0.175439,GENDER=male,AGE:0,fitness:335.118, last mutation: -1, Identificador de poblacion: 10
individual150 mCAI=0.326966,mHD=0.192982,lLCS=0.175439,GENDER=male,AGE:0,fitness:328.235, last mutation: -1, Identificador de poblacion: 120
individual151 mCAI=0.335387,mHD=0.192982,lLCS=0.149123,GENDER=male,AGE:0,fitness:317.93, last mutation: -1, Identificador de poblacion: 86
individual152 mCAI=0.394401,mHD=0.184211,lLCS=0.201754,GENDER=male,AGE:0,fitness:317.528, last mutation: -1, Identificador de poblacion: 99
individual153 mCAI=0.401836,mHD=0.175439,lLCS=0.175439,GENDER=male,AGE:0,fitness:316.603, last mutation: -1, Identificador de poblacion: 180
individual154 mCAI=0.400219,mHD=0.175439,lLCS=0.175439,GENDER=male,AGE:0,fitness:305.927, last mutation: -1, Identificador de poblacion: 78
individual155 mCAI=0.395632,mHD=0.184211,lLCS=0.22807,GENDER=male,AGE:0,fitness:301.226, last mutation: -1, Identificador de poblacion: 197
individual156 mCAI=0.3734,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:266.818, last mutation: -1, Identificador de poblacion: 163
individual157 mCAI=0.371755,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:261.377, last mutation: -1, Identificador de poblacion: 177
individual158 mCAI=0.376813,mHD=0.210526,lLCS=0.236842,GENDER=male,AGE:0,fitness:253.559, last mutation: -1, Identificador de poblacion: 94
individual159 mCAI=0.367541,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:241.901, last mutation: -1, Identificador de poblacion: 30
individual160 mCAI=0.381597,mHD=0.175439,lLCS=0.175439,GENDER=male,AGE:0,fitness:236.634, last mutation: -1, Identificador de poblacion: 6
individual161 mCAI=0.379924,mHD=0.175439,lLCS=0.175439,GENDER=male,AGE:0,fitness:236.022, last mutation: -1, Identificador de poblacion: 198
individual162 mCAI=0.384681,mHD=0.166667,lLCS=0.149123,GENDER=male,AGE:0,fitness:227.906, last mutation: -1, Identificador de poblacion: 65
individual163 mCAI=0.384107,mHD=0.166667,lLCS=0.140351,GENDER=male,AGE:0,fitness:221.875, last mutation: -1, Identificador de poblacion: 45
individual164 mCAI=0.370968,mHD=0.175439,lLCS=0.175439,GENDER=male,AGE:0,fitness:210.695, last mutation: -1, Identificador de poblacion: 158
individual165 mCAI=0.380215,mHD=0.166667,lLCS=0.157895,GENDER=male,AGE:0,fitness:201.144, last mutation: -1, Identificador de poblacion: 1
individual166 mCAI=0.409932,mHD=0.192982,lLCS=0.254386,GENDER=male,AGE:0,fitness:200.28, last mutation: -1, Identificador de poblacion: 47
individual167 mCAI=0.349529,mHD=0.184211,lLCS=0.201754,GENDER=male,AGE:0,fitness:199.991, last mutation: -1, Identificador de poblacion: 138
individual168 mCAI=0.36515,mHD=0.175439,lLCS=0.166667,GENDER=male,AGE:0,fitness:191.129, last mutation: -1, Identificador de poblacion: 88
individual169 mCAI=0.423933,mHD=0.175439,lLCS=0.201754,GENDER=male,AGE:0,fitness:183.064, last mutation: -1, Identificador de poblacion: 46
individual170 mCAI=0.413106,mHD=0.175439,lLCS=0.201754,GENDER=male,AGE:0,fitness:171.689, last mutation: -1, Identificador de poblacion: 104
individual171 mCAI=0.41053,mHD=0.175439,lLCS=0.201754,GENDER=male,AGE:0,fitness:169.032, last mutation: -1, Identificador de poblacion: 130
individual172 mCAI=0.410586,mHD=0.184211,lLCS=0.280702,GENDER=male,AGE:0,fitness:166.872, last mutation: -1, Identificador de poblacion: 134
individual173 mCAI=0.385959,mHD=0.184211,lLCS=0.280702,GENDER=male,AGE:0,fitness:162.515, last mutation: -1, Identificador de poblacion: 117
individual174 mCAI=0.371454,mHD=0.184211,lLCS=0.254386,GENDER=male,AGE:0,fitness:134.292, last mutation: -1, Identificador de poblacion: 181
individual175 mCAI=0.360511,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:131.968, last mutation: -1, Identificador de poblacion: 106
individual176 mCAI=0.381282,mHD=0.184211,lLCS=0.236842,GENDER=male,AGE:0,fitness:129.777, last mutation: -1, Identificador de poblacion: 162
individual177 mCAI=0.42172,mHD=0.166667,lLCS=0.175439,GENDER=male,AGE:0,fitness:124.547, last mutation: -1, Identificador de poblacion: 168
individual178 mCAI=0.379086,mHD=0.175439,lLCS=0.201754,GENDER=male,AGE:0,fitness:123.932, last mutation: -1, Identificador de poblacion: 85
individual179 mCAI=0.384811,mHD=0.175439,lLCS=0.184211,GENDER=male,AGE:0,fitness:123.372, last mutation: -1, Identificador de poblacion: 80
individual180 mCAI=0.377488,mHD=0.175439,lLCS=0.201754,GENDER=male,AGE:0,fitness:122.423, last mutation: -1, Identificador de poblacion: 79
individual181 mCAI=0.364143,mHD=0.175439,lLCS=0.22807,GENDER=male,AGE:0,fitness:121.387, last mutation: -1, Identificador de poblacion: 143
individual182 mCAI=0.356981,mHD=0.175439,lLCS=0.140351,GENDER=male,AGE:0,fitness:119.526, last mutation: -1, Identificador de poblacion: 147
individual183 mCAI=0.35387,mHD=0.175439,lLCS=0.149123,GENDER=male,AGE:0,fitness:119.438, last mutation: -1, Identificador de poblacion: 57
